"OBJECTID","ULAND","UREGBEZ","UKREIS","UGEMEINDE","UJAHR","UMONAT","USTUNDE","UWOCHENTAG","UKATEGORIE","UART","UTYP1","IstStrasse","IstRad","IstPKW","IstFuss","IstKrad","IstSonstig","XGCSWGS84","YGCSWGS84"
159221,14,7,13,0,2017,3,8,5,2,5,3,1,1,1,0,0,0,12.430815254,51.362792244
159247,14,7,13,0,2017,2,13,3,3,0,7,0,1,1,0,0,0,12.390855801,51.340643921
159248,14,7,13,0,2017,2,15,3,3,3,2,0,1,1,0,0,0,12.355373146,51.335257407
159256,14,7,13,0,2017,2,7,2,3,5,3,0,1,1,0,0,0,12.390627668,51.338585254
159275,14,7,13,0,2017,2,8,7,3,5,3,0,1,1,0,0,0,12.395578561,51.323638357
159276,14,7,13,0,2017,2,0,7,3,5,3,0,1,1,0,0,0,12.437320611,51.395787693
159278,14,7,13,0,2017,2,12,6,3,5,3,1,1,1,0,0,0,12.365458749,51.336718566
159280,14,7,13,0,2017,2,15,6,3,5,3,1,1,1,0,0,0,12.479362048,51.35092219
159301,14,7,13,0,2017,2,17,3,3,0,5,0,1,1,0,0,0,12.33427834,51.319533221
159302,14,7,13,0,2017,2,13,3,3,5,3,0,1,1,0,0,0,12.303106626,51.314399637
159307,14,7,13,0,2017,2,14,2,3,3,2,1,1,1,0,0,0,12.370121864,51.325610941
159315,14,7,13,0,2017,2,9,1,3,5,3,0,1,1,0,0,0,12.317712859,51.350113806
159317,14,7,13,0,2017,2,12,1,3,6,4,0,1,0,1,0,0,12.323582105,51.330420785
159323,14,7,13,0,2017,2,13,7,3,2,6,0,1,1,0,0,0,12.378481335,51.320723096
159347,14,7,13,0,2017,2,10,5,3,0,3,0,1,1,0,0,0,12.282353283,51.359425976
159348,14,7,13,0,2017,2,10,5,3,5,3,0,1,1,0,0,0,12.370599074,51.307692379
159359,14,7,13,0,2017,2,18,4,2,5,3,0,1,1,0,0,0,12.399701477,51.40067657
159376,14,7,13,0,2017,2,8,2,3,5,3,0,1,1,0,0,0,12.331443067,51.349640666
159391,14,7,13,0,2017,2,23,6,2,3,6,0,1,1,0,0,0,12.370870193,51.33829083
159404,14,7,13,0,2017,2,10,4,3,5,3,0,1,1,0,0,0,12.259920818,51.341794551
159412,14,7,13,0,2017,2,20,3,3,3,6,0,1,0,0,0,0,12.361836997,51.332547761
159413,14,7,13,0,2017,2,18,3,3,5,3,0,1,1,0,0,0,12.338794383,51.337195441
159415,14,7,13,0,2017,2,6,3,3,5,3,0,1,0,0,0,1,12.373548981,51.318710461
159444,14,7,13,0,2017,2,6,4,3,5,3,0,1,1,0,0,0,12.38275017,51.340481545
159449,14,7,13,0,2017,3,16,5,3,3,2,0,1,1,0,0,0,12.362476883,51.338927914
159451,14,7,13,0,2017,3,9,5,3,5,3,1,1,1,0,0,0,12.382993542,51.334236184
159452,14,7,13,0,2017,3,10,5,3,0,5,0,1,1,0,0,0,12.359983912,51.363682851
159453,14,7,13,0,2017,3,19,5,2,0,5,0,1,1,0,0,0,12.373424206,51.321124003
159455,14,7,13,0,2017,3,15,5,3,3,7,0,1,1,0,0,0,12.349230324,51.386496136
159468,14,7,13,0,2017,3,20,6,3,5,3,0,1,1,0,0,0,12.400720064,51.339285389
159470,14,7,13,0,2017,3,16,6,2,4,2,0,1,1,0,0,0,12.492605291,51.346870701
159479,14,7,13,0,2017,3,11,4,2,5,3,0,1,0,0,0,0,12.360088229,51.377208852
159510,14,7,13,0,2017,3,17,2,3,5,2,0,1,1,0,0,0,12.345157945,51.326534104
159511,14,7,13,0,2017,3,13,2,3,0,1,0,1,0,0,0,0,12.368068359,51.325265866
159530,14,7,13,0,2017,3,18,1,3,3,2,0,1,1,0,0,0,12.370882248,51.335084439
159556,14,7,13,0,2017,3,8,5,3,5,3,0,1,1,0,0,0,12.368867847,51.317817358
159557,14,7,13,0,2017,3,15,5,3,5,3,0,1,1,0,0,0,12.370024463,51.341409736
159558,14,7,13,0,2017,3,17,5,3,1,5,0,1,1,0,0,0,12.320407806,51.339738315
159560,14,7,13,0,2017,3,17,5,3,3,6,0,1,1,0,0,0,12.398526395,51.345931219
159561,14,7,13,0,2017,3,9,5,3,5,3,0,1,1,0,0,0,12.445690271,51.347425363
159571,14,7,13,0,2017,3,9,4,2,5,3,0,1,1,0,0,0,12.420050097,51.379157233
159579,14,7,13,0,2017,3,13,3,3,1,5,0,1,1,0,0,0,12.359301908,51.361103005
159580,14,7,13,0,2017,3,16,3,3,2,6,0,1,1,0,0,0,12.289907938,51.39215535
159584,14,7,13,0,2017,3,15,2,3,5,3,0,1,1,0,0,0,12.356832407,51.37477558
159599,14,7,13,0,2017,3,16,2,3,5,3,0,1,1,0,0,0,12.410975363,51.34528173
159602,14,7,13,0,2017,3,18,1,2,5,3,0,1,1,0,0,0,12.389662893,51.321574453
159604,14,7,13,0,2017,3,2,7,3,0,1,0,1,0,0,0,0,12.3883268,51.334572319
159606,14,7,13,0,2017,3,8,7,3,1,7,0,1,1,0,0,0,12.378568429,51.323505198
159608,14,7,13,0,2017,3,18,6,3,6,6,0,1,0,1,0,0,12.398197067,51.339203297
159609,14,7,13,0,2017,3,6,6,3,5,3,1,1,1,0,0,0,12.387217213,51.336879234
159625,14,7,13,0,2017,3,14,5,3,3,3,0,1,0,0,0,1,12.460066688,51.36908571
159626,14,7,13,0,2017,3,12,5,3,3,2,0,1,1,0,0,0,12.391173685,51.334800061
159628,14,7,13,0,2017,3,11,5,3,4,7,0,1,0,1,0,0,12.407385992,51.325932331
159637,14,7,13,0,2017,3,6,4,3,5,6,1,1,1,0,0,0,12.378470701,51.320451235
159638,14,7,13,0,2017,3,15,4,3,3,5,0,1,1,0,0,0,12.412274558,51.354233172
159641,14,7,13,0,2017,3,14,4,3,5,2,0,1,1,0,0,0,12.438951597,51.392854624
159655,14,7,13,0,2017,3,16,3,2,5,3,0,1,0,0,0,1,12.293036959,51.313400579
159670,14,7,13,0,2017,3,8,2,3,5,3,1,1,1,0,0,0,12.379345553,51.3265103
159687,14,7,13,0,2017,3,13,7,3,1,5,0,1,1,0,0,1,12.405373438,51.345558866
159689,14,7,13,0,2017,3,15,7,3,4,6,0,1,0,0,1,0,12.365701432,51.322334027
159699,14,7,13,0,2017,3,19,6,3,3,3,0,1,1,0,0,0,12.376757097,51.320711233
159715,14,7,13,0,2017,4,9,2,3,5,3,0,1,0,0,0,1,12.373411786,51.313732275
159752,14,7,13,0,2017,4,18,7,3,5,7,0,1,1,0,0,0,12.391756424,51.362224917
159755,14,7,13,0,2017,4,15,7,3,5,3,0,1,1,0,0,0,12.430817062,51.368878253
159765,14,7,13,0,2017,4,16,6,3,5,3,0,1,1,0,0,0,12.396553969,51.306181925
159781,14,7,13,0,2017,4,14,5,3,6,4,0,1,0,1,0,0,12.39946999,51.347845816
159782,14,7,13,0,2017,4,17,5,3,6,4,0,1,0,1,0,0,12.373597306,51.330425384
159783,14,7,13,0,2017,4,13,5,3,0,1,0,1,1,0,0,0,12.369029704,51.340380312
159784,14,7,13,0,2017,4,8,5,2,6,4,0,1,0,1,0,0,12.325983232,51.315171154
159785,14,7,13,0,2017,4,9,5,3,5,3,0,1,1,0,0,0,12.443913573,51.332225907
159787,14,7,13,0,2017,4,17,5,2,1,5,0,1,1,0,0,0,12.328065413,51.301488491
159788,14,7,13,0,2017,4,15,5,3,5,3,0,1,1,0,0,0,12.362422839,51.35914545
159799,14,7,13,0,2017,4,10,4,3,3,2,0,1,1,0,0,0,12.405968336,51.335940814
159800,14,7,13,0,2017,4,18,4,3,5,2,0,1,1,0,0,0,12.378480339,51.320710031
159810,14,7,13,0,2017,4,14,3,3,3,6,0,1,1,0,0,0,12.360193271,51.333755456
159812,14,7,13,0,2017,4,8,3,3,3,2,0,1,1,0,0,0,12.370872542,51.338303964
159828,14,7,13,0,2017,4,8,2,3,1,5,0,1,1,0,0,0,12.342611216,51.324939154
159829,14,7,13,0,2017,4,14,2,2,3,6,0,1,0,0,0,1,12.405860445,51.345533589
159831,14,7,13,0,2017,4,16,2,2,5,2,0,1,1,0,0,0,12.385705237,51.366911993
159851,14,7,13,0,2017,4,11,7,3,3,2,0,1,1,0,0,0,12.373585637,51.332997968
159854,14,7,13,0,2017,4,14,7,3,2,6,0,1,1,0,0,0,12.452959125,51.305028098
159863,14,7,13,0,2017,3,16,6,3,0,5,0,1,1,0,0,0,12.338264915,51.331547466
159866,14,7,13,0,2017,3,7,6,3,3,2,0,1,1,0,0,0,12.357992658,51.379456775
159867,14,7,13,0,2017,3,12,6,3,2,6,0,1,0,0,1,0,12.378044556,51.337114334
159889,14,7,13,0,2017,3,10,5,3,5,3,0,1,1,0,0,0,12.396422328,51.299878322
159892,14,7,13,0,2017,3,10,5,2,5,3,0,1,1,0,0,0,12.45845423,51.351944246
159894,14,7,13,0,2017,3,10,5,3,6,4,0,1,0,1,0,0,12.414312873,51.345090565
159895,14,7,13,0,2017,3,13,5,2,5,3,0,1,1,0,0,0,12.34257462,51.321695536
159911,14,7,13,0,2017,3,9,4,2,1,5,0,1,1,0,0,0,12.378993818,51.33973278
159912,14,7,13,0,2017,3,11,4,3,3,2,0,1,1,0,0,0,12.329159902,51.335554137
159914,14,7,13,0,2017,3,18,4,3,0,5,0,1,1,0,0,0,12.405245628,51.3232887
159926,14,7,13,0,2017,3,13,3,3,5,3,0,1,1,0,0,0,12.410852829,51.344386419
159927,14,7,13,0,2017,3,16,3,3,5,3,0,1,1,0,0,0,12.384117211,51.38064953
159928,14,7,13,0,2017,3,15,3,3,5,2,0,1,1,0,0,0,12.372623895,51.362592982
159929,14,7,13,0,2017,3,18,3,3,4,2,0,1,1,0,0,0,12.458937441,51.306941942
159949,14,7,13,0,2017,3,15,2,3,1,5,0,1,1,0,0,0,12.376502325,51.308520985
159951,14,7,13,0,2017,3,16,2,3,0,5,0,1,1,0,0,0,12.324203973,51.37444072
159952,14,7,13,0,2017,3,8,2,3,5,3,0,1,1,0,0,0,12.327722618,51.32677205
159954,14,7,13,0,2017,3,17,2,3,4,2,0,1,1,0,0,0,12.420507753,51.319266123
159967,14,7,13,0,2017,3,20,1,2,3,6,0,1,0,0,0,1,12.376361579,51.349215469
159976,14,7,13,0,2017,3,14,7,3,5,2,0,1,1,0,0,0,12.417487119,51.311115577
159978,14,7,13,0,2017,3,12,7,2,0,7,0,1,0,0,0,0,12.377053751,51.390283653
159979,14,7,13,0,2017,3,18,7,3,6,4,0,1,0,1,0,0,12.373165506,51.312164705
159980,14,7,13,0,2017,3,11,7,3,5,3,0,1,1,0,0,0,12.37695836,51.346126042
159986,14,7,13,0,2017,3,23,6,2,2,6,0,1,1,0,0,0,12.354902633,51.381612074
159987,14,7,13,0,2017,3,16,6,3,5,3,0,1,1,0,0,0,12.382749453,51.340481605
159991,14,7,13,0,2017,5,19,3,3,1,5,0,1,1,0,0,0,12.355233624,51.335182221
159992,14,7,13,0,2017,5,7,3,3,5,3,1,1,1,0,0,0,12.386543849,51.335661395
159993,14,7,13,0,2017,5,10,3,2,2,2,1,1,1,0,0,0,12.374116705,51.303342099
159995,14,7,13,0,2017,5,13,3,3,5,2,0,1,0,0,0,1,12.334302116,51.331548781
159997,14,7,13,0,2017,5,5,3,2,5,3,1,1,1,0,0,0,12.341156481,51.332366701
159998,14,7,13,0,2017,5,16,3,2,5,2,0,1,1,0,0,0,12.420129469,51.332940083
160015,14,7,13,0,2017,4,15,1,3,5,3,0,1,1,0,0,0,12.396805804,51.333579416
160016,14,7,13,0,2017,4,9,1,3,4,7,0,1,1,0,0,0,12.367181638,51.33698793
160017,14,7,13,0,2017,4,22,1,2,1,5,0,1,1,0,0,0,12.41730595,51.332825251
160018,14,7,13,0,2017,4,18,1,3,3,2,0,1,1,0,0,0,12.424234843,51.304492228
160028,14,7,13,0,2017,4,17,7,3,5,3,0,1,1,0,0,0,12.478231229,51.341473744
160030,14,7,13,0,2017,4,9,7,3,4,2,0,1,1,0,0,0,12.484405672,51.33964364
160039,14,7,13,0,2017,4,20,6,3,0,1,0,1,0,0,0,0,12.382100554,51.338902554
160051,14,7,13,0,2017,4,6,5,3,2,6,0,1,0,0,0,0,12.3841352,51.301176075
160052,14,7,13,0,2017,4,18,5,3,5,3,0,1,1,0,0,0,12.384502077,51.329385308
160064,14,7,13,0,2017,4,10,4,3,5,3,0,1,1,0,0,0,12.354639078,51.339414644
160065,14,7,13,0,2017,4,17,4,3,3,2,0,1,1,0,0,0,12.36910568,51.320967001
160068,14,7,13,0,2017,4,5,4,3,4,2,0,1,1,0,0,0,12.303124257,51.314390765
160093,14,7,13,0,2017,4,19,2,3,2,6,0,1,1,0,0,0,12.378590117,51.334494995
160094,14,7,13,0,2017,4,17,2,3,1,3,0,1,1,0,0,0,12.389389507,51.289800665
160097,14,7,13,0,2017,4,8,2,3,5,3,0,1,0,0,0,0,12.367499257,51.320772119
160137,14,7,13,0,2017,4,15,5,3,6,4,0,1,0,1,0,0,12.375186115,51.334242932
160140,14,7,13,0,2017,4,20,5,3,1,5,0,1,1,0,0,0,12.373314593,51.31687195
160142,14,7,13,0,2017,4,17,5,2,1,5,0,1,1,0,0,0,12.408695568,51.335444352
160143,14,7,13,0,2017,4,12,5,3,0,7,0,1,1,0,0,0,12.372401167,51.332838078
160144,14,7,13,0,2017,4,15,5,3,5,3,0,1,0,0,0,0,12.370682478,51.335199559
160170,14,7,13,0,2017,4,21,3,3,4,2,0,1,1,0,0,0,12.334037522,51.319345809
160182,14,7,13,0,2017,4,13,1,3,0,7,1,1,0,0,0,0,12.378708391,51.345631146
160183,14,7,13,0,2017,4,11,1,2,5,3,0,1,1,0,0,0,12.287978606,51.357192553
160189,14,7,13,0,2017,4,5,7,3,4,2,0,1,1,0,0,0,12.393335068,51.322877194
160213,14,7,13,0,2017,4,19,5,3,4,2,0,1,1,0,0,0,12.40035592,51.345827152
160214,14,7,13,0,2017,4,10,5,3,5,2,1,1,1,0,0,0,12.370680793,51.335199273
160215,14,7,13,0,2017,4,15,5,3,5,2,1,1,1,0,0,0,12.38362466,51.335451463
160217,14,7,13,0,2017,4,13,5,3,4,2,1,1,0,0,0,1,12.396385512,51.309572056
160229,14,7,13,0,2017,4,16,4,3,5,3,0,1,1,0,0,0,12.365024196,51.341363668
160230,14,7,13,0,2017,4,8,4,3,5,3,1,1,1,0,0,0,12.373193791,51.339797119
160232,14,7,13,0,2017,4,6,4,3,5,3,1,1,0,0,0,1,12.433084089,51.339997938
160248,14,7,13,0,2017,4,7,3,3,0,5,0,1,0,0,0,1,12.376367203,51.338896066
160258,14,7,13,0,2017,5,15,4,2,5,3,0,1,0,0,0,0,12.428163539,51.342392504
160268,14,7,13,0,2017,5,17,4,3,1,5,0,1,1,0,0,0,12.382957209,51.334131967
160270,14,7,13,0,2017,5,19,4,3,6,4,0,1,0,1,0,0,12.417111573,51.345420543
160272,14,7,13,0,2017,5,16,4,3,4,2,0,1,1,0,0,0,12.370840806,51.344042039
160273,14,7,13,0,2017,5,10,4,3,5,2,0,1,1,0,0,0,12.417449225,51.311095054
160275,14,7,13,0,2017,5,10,4,2,3,6,0,1,0,0,0,1,12.365689779,51.320886106
160276,14,7,13,0,2017,5,9,4,3,4,2,0,1,1,0,0,0,12.386308204,51.360523606
160293,14,7,13,0,2017,5,7,3,2,5,2,0,1,1,0,0,0,12.385126102,51.338102863
160298,14,7,13,0,2017,5,10,3,2,8,7,0,1,0,0,0,1,12.407991707,51.335672522
160299,14,7,13,0,2017,5,8,3,2,5,3,0,1,0,0,0,1,12.396463719,51.301189034
160300,14,7,13,0,2017,5,19,3,3,5,3,0,1,1,0,0,0,12.372298689,51.335352568
160301,14,7,13,0,2017,5,7,3,2,5,3,0,1,1,0,0,0,12.324198364,51.335319369
160320,14,7,13,0,2017,5,11,2,3,5,3,0,1,1,0,0,0,12.378381928,51.332212269
160326,14,7,13,0,2017,5,19,2,2,2,6,0,1,1,0,1,0,12.287055361,51.354094928
160328,14,7,13,0,2017,5,16,2,2,3,5,0,1,1,0,0,0,12.344380594,51.329347165
160330,14,7,13,0,2017,5,17,2,3,6,4,0,1,0,1,0,0,12.398000601,51.330476224
160331,14,7,13,0,2017,5,16,2,3,7,7,0,1,0,1,0,0,12.30976565,51.374906028
160348,14,7,13,0,2017,5,18,1,3,0,5,0,1,1,0,0,0,12.378713693,51.307724485
160359,14,7,13,0,2017,5,15,7,3,5,3,0,1,1,0,0,0,12.479024115,51.323534328
160360,14,7,13,0,2017,5,21,7,3,5,3,0,1,1,0,0,0,12.416728118,51.329794016
160371,14,7,13,0,2017,5,15,6,3,4,6,0,1,1,0,0,0,12.332781674,51.321706858
160372,14,7,13,0,2017,5,15,6,3,0,7,0,1,1,0,0,0,12.331141891,51.334476843
160376,14,7,13,0,2017,5,21,6,3,5,3,1,1,1,0,0,1,12.342203686,51.338474551
160397,14,7,13,0,2017,5,16,5,3,3,2,0,1,0,0,0,0,12.417129266,51.343628536
160398,14,7,13,0,2017,5,18,5,3,6,4,0,1,1,1,0,0,12.339462027,51.32672589
160399,14,7,13,0,2017,5,8,5,3,6,4,0,1,0,1,0,0,12.373669128,51.332813027
160400,14,7,13,0,2017,5,5,5,3,5,3,0,1,1,0,0,0,12.480712189,51.332936286
160401,14,7,13,0,2017,5,21,5,3,5,3,0,1,1,0,0,0,12.400984262,51.341211742
160406,14,7,13,0,2017,5,18,5,3,1,5,0,1,1,0,0,0,12.385143288,51.339418287
160432,14,7,13,0,2017,5,5,4,3,5,3,0,1,1,0,0,0,12.421896391,51.321106113
160433,14,7,13,0,2017,5,11,4,3,6,7,0,1,0,1,0,0,12.387427349,51.343774233
160448,14,7,13,0,2017,5,9,3,3,5,3,0,1,1,0,0,0,12.43303699,51.299090709
160461,14,7,13,0,2017,5,13,2,3,5,3,0,1,1,0,0,0,12.376413121,51.310397307
160463,14,7,13,0,2017,5,18,2,2,5,2,1,1,1,0,0,0,12.388526265,51.325930604
160464,14,7,13,0,2017,5,19,2,3,3,2,1,1,1,0,0,0,12.401377831,51.324161774
160486,14,7,13,0,2017,5,21,7,2,5,2,0,1,1,0,0,0,12.407978431,51.335657064
160494,14,7,13,0,2017,5,14,6,3,2,2,0,1,1,0,0,0,12.330494112,51.342048955
160497,14,7,13,0,2017,5,18,6,3,4,2,0,1,1,0,0,0,12.362605368,51.344075569
160512,14,7,13,0,2017,5,23,5,3,0,7,1,1,0,0,0,0,12.373393214,51.328646706
160513,14,7,13,0,2017,5,16,5,3,5,3,0,1,0,0,0,1,12.386772227,51.359110665
160515,14,7,13,0,2017,5,15,5,2,4,2,0,1,1,0,0,0,12.479165359,51.342764913
160526,14,7,13,0,2017,5,13,4,2,6,4,0,1,0,1,0,0,12.409332706,51.325182457
160527,14,7,13,0,2017,5,15,4,3,5,7,0,1,1,0,0,0,12.387520072,51.357013339
160528,14,7,13,0,2017,5,15,4,3,5,3,0,1,1,0,0,0,12.423973736,51.315048319
160541,14,7,13,0,2017,5,17,4,2,3,2,0,1,0,0,0,1,12.394817838,51.352289718
160560,14,7,13,0,2017,5,17,3,3,4,2,1,1,1,0,0,0,12.318426673,51.331521069
160562,14,7,13,0,2017,5,10,3,3,3,2,0,1,0,0,0,1,12.477322146,51.277604681
160563,14,7,13,0,2017,5,11,3,3,5,3,0,1,1,0,0,0,12.366751617,51.286799755
160565,14,7,13,0,2017,5,7,3,3,0,5,0,1,1,0,0,0,12.376370238,51.330296767
160566,14,7,13,0,2017,5,12,3,3,5,2,0,1,1,0,0,0,12.407842973,51.351406515
160586,14,7,13,0,2017,5,17,2,3,5,3,0,1,1,0,0,0,12.371434285,51.320667021
160587,14,7,13,0,2017,5,13,2,3,3,5,0,1,1,0,0,0,12.390373971,51.344737372
160589,14,7,13,0,2017,5,20,2,3,1,5,0,1,1,0,0,0,12.33674621,51.329118283
160590,14,7,13,0,2017,5,6,2,3,2,6,0,1,1,0,0,0,12.395348853,51.282624474
160591,14,7,13,0,2017,5,22,2,3,5,3,0,1,1,0,0,0,12.328187114,51.391784481
160595,14,7,13,0,2017,5,18,2,3,5,3,0,1,1,0,0,0,12.362237306,51.332564645
160624,14,7,13,0,2017,5,13,7,3,0,6,0,1,1,0,0,0,12.418389512,51.382090909
160641,14,7,13,0,2017,5,16,6,3,1,5,0,1,0,0,0,1,12.367282624,51.341046054
160642,14,7,13,0,2017,5,17,6,3,5,3,0,1,0,0,0,1,12.300261847,51.41324017
160650,14,7,13,0,2017,5,22,5,3,5,3,0,1,1,0,0,0,12.3933524,51.3228835
160651,14,7,13,0,2017,5,14,5,3,4,7,0,1,0,0,0,1,12.378430717,51.347000172
160669,14,7,13,0,2017,5,18,4,3,3,2,0,1,1,0,0,0,12.430516413,51.351327776
160670,14,7,13,0,2017,5,18,4,3,5,3,0,1,1,0,0,0,12.389268819,51.2988405
160671,14,7,13,0,2017,5,14,4,3,0,7,0,1,0,0,0,0,12.338797815,51.33239041
160676,14,7,13,0,2017,5,16,4,3,5,3,0,1,1,0,0,0,12.371289062,51.329946156
160695,14,7,13,0,2017,5,17,3,3,4,2,0,1,1,0,0,0,12.355313681,51.348966811
160696,14,7,13,0,2017,5,11,3,2,0,7,0,1,1,0,0,0,12.405690839,51.331805636
160697,14,7,13,0,2017,5,16,3,3,4,6,0,1,1,0,0,0,12.320943159,51.302711518
160698,14,7,13,0,2017,5,17,3,3,2,6,0,1,1,0,0,0,12.325412117,51.316362397
160699,14,7,13,0,2017,5,14,3,3,2,6,0,1,1,0,0,0,12.338347175,51.32730154
160701,14,7,13,0,2017,5,7,3,3,3,2,0,1,1,0,0,0,12.32126188,51.328610895
160702,14,7,13,0,2017,5,17,3,3,0,1,0,1,0,0,0,0,12.394371877,51.292242111
160703,14,7,13,0,2017,5,19,3,3,1,5,0,1,1,0,0,0,12.373493238,51.323483152
160704,14,7,13,0,2017,5,17,3,3,3,2,0,1,1,0,0,0,12.307170113,51.346485042
160706,14,7,13,0,2017,5,11,3,3,2,2,0,1,1,0,0,0,12.407953877,51.335628658
160736,14,7,13,0,2017,5,13,2,3,5,2,0,1,1,0,0,0,12.40801625,51.318041391
160737,14,7,13,0,2017,5,8,2,3,5,3,0,1,0,0,0,1,12.373717992,51.305612215
160738,14,7,13,0,2017,5,10,2,3,5,3,0,1,1,0,0,0,12.369240878,51.356592118
160762,14,7,13,0,2017,5,15,7,3,5,2,0,1,1,0,0,0,12.417474676,51.311108839
160774,14,7,13,0,2017,5,17,6,3,3,5,0,1,1,0,0,0,12.389435178,51.334807011
160775,14,7,13,0,2017,5,11,6,3,3,6,0,1,1,0,0,0,12.385973596,51.363476251
160777,14,7,13,0,2017,5,15,6,3,4,2,0,1,1,0,0,0,12.343277379,51.328744705
160779,14,7,13,0,2017,5,15,6,3,4,6,0,1,0,0,0,0,12.429483944,51.335541209
160801,14,7,13,0,2017,5,15,5,2,3,2,0,1,1,0,0,0,12.370823629,51.336352873
160802,14,7,13,0,2017,5,10,5,3,3,2,0,1,1,0,0,0,12.316948,51.300538249
160805,14,7,13,0,2017,5,18,5,3,4,2,0,1,1,0,0,0,12.419453689,51.333044379
160806,14,7,13,0,2017,5,14,5,3,5,3,0,1,1,0,0,0,12.328276981,51.372671416
160807,14,7,13,0,2017,5,16,5,3,5,3,0,1,1,0,0,0,12.380204745,51.305273172
160808,14,7,13,0,2017,5,12,5,2,5,3,0,1,1,0,0,0,12.367514335,51.388466665
160809,14,7,13,0,2017,5,17,5,3,5,3,0,1,0,0,1,0,12.355584526,51.337976378
160851,14,7,13,0,2017,6,8,3,3,5,2,0,1,1,0,0,0,12.341178334,51.332336987
160852,14,7,13,0,2017,6,18,3,3,1,5,0,1,1,0,0,0,12.378993164,51.343516599
160855,14,7,13,0,2017,6,16,3,3,6,4,0,1,0,1,0,0,12.378291245,51.342732048
160874,14,7,13,0,2017,6,16,2,3,5,3,0,1,1,0,0,0,12.406445842,51.339679565
160891,14,7,13,0,2017,6,18,1,3,3,2,0,1,1,0,0,0,12.307199588,51.346502655
160892,14,7,13,0,2017,6,17,1,2,5,3,0,1,1,0,0,0,12.262892492,51.344657785
160945,14,7,13,0,2017,6,6,5,3,3,7,0,1,1,0,0,0,12.367495938,51.320740103
160948,14,7,13,0,2017,6,16,5,2,4,2,0,1,1,0,0,0,12.407310432,51.345454973
160972,14,7,13,0,2017,6,17,4,3,5,3,0,1,1,0,0,0,12.370112395,51.34318205
160978,14,7,13,0,2017,6,11,4,3,5,3,0,1,1,0,0,0,12.361809115,51.332571768
160980,14,7,13,0,2017,6,18,4,3,5,3,0,1,1,0,0,0,12.359718409,51.358331856
161000,14,7,13,0,2017,6,17,3,3,0,7,0,1,0,0,0,0,12.325698594,51.313181218
161002,14,7,13,0,2017,6,7,3,3,3,2,0,1,0,0,0,1,12.381689832,51.362359872
161004,14,7,13,0,2017,6,13,3,3,3,2,0,1,1,0,0,0,12.373321497,51.311654914
161007,14,7,13,0,2017,6,9,3,3,0,1,0,1,0,0,0,0,12.263154695,51.344626105
161027,14,7,13,0,2017,6,14,2,3,2,2,0,1,1,0,0,0,12.268135741,51.384983994
161046,14,7,13,0,2017,6,13,7,3,0,1,0,1,0,0,0,0,12.316518208,51.347937413
161053,14,7,13,0,2017,6,11,6,3,2,6,0,1,1,0,0,0,12.407940296,51.335612947
161054,14,7,13,0,2017,6,17,6,3,3,7,0,1,1,0,0,0,12.371031135,51.33368606
161055,14,7,13,0,2017,6,7,6,3,5,3,0,1,1,0,0,0,12.366583498,51.329669768
161056,14,7,13,0,2017,6,13,6,3,4,6,1,1,1,0,0,0,12.381327191,51.332775298
161082,14,7,13,0,2017,6,17,5,3,4,2,0,1,1,0,0,0,12.326633671,51.323158091
161109,14,7,13,0,2017,5,17,4,3,6,6,0,1,0,1,0,0,12.374857719,51.335693356
161111,14,7,13,0,2017,5,6,4,3,2,1,0,1,1,0,0,0,12.405822567,51.34553555
161112,14,7,13,0,2017,5,18,4,3,6,4,0,1,0,1,0,0,12.381926183,51.304465709
161113,14,7,13,0,2017,5,11,4,3,5,3,0,1,1,0,0,0,12.365272051,51.323643575
161114,14,7,13,0,2017,5,12,4,3,3,6,0,1,1,0,0,0,12.371285635,51.331585894
161122,14,7,13,0,2017,6,18,2,3,5,3,0,1,1,0,0,0,12.301644558,51.344017816
161135,14,7,13,0,2017,6,7,2,3,5,5,0,1,1,0,0,0,12.373221264,51.320711963
161136,14,7,13,0,2017,6,18,2,3,1,5,0,1,1,0,0,0,12.378706519,51.312832194
161149,14,7,13,0,2017,6,5,1,3,3,6,0,1,1,0,0,0,12.353572449,51.35137486
161165,14,7,13,0,2017,6,8,7,3,5,3,0,1,1,0,0,0,12.3363748,51.338686571
161167,14,7,13,0,2017,6,11,7,2,5,3,0,1,1,0,0,0,12.399830127,51.334689833
161186,14,7,13,0,2017,6,14,6,3,1,7,0,1,1,0,0,0,12.343058084,51.328621548
161189,14,7,13,0,2017,6,15,6,1,3,2,0,1,1,0,0,0,12.31943829,51.320418604
161205,14,7,13,0,2017,6,8,5,3,5,3,0,1,1,0,0,0,12.348292514,51.328976092
161206,14,7,13,0,2017,6,16,5,3,5,2,0,1,1,0,0,0,12.417460577,51.311101202
161208,14,7,13,0,2017,6,10,5,2,0,1,0,1,0,0,0,0,12.374125524,51.303373297
161210,14,7,13,0,2017,6,8,5,3,4,2,0,1,1,0,0,0,12.385493626,51.341176113
161211,14,7,13,0,2017,6,10,5,3,3,6,0,1,1,0,0,0,12.34338813,51.367715778
161212,14,7,13,0,2017,6,8,5,2,4,6,0,1,0,0,0,0,12.333006496,51.29873782
161231,14,7,13,0,2017,6,11,4,3,5,3,0,1,1,0,0,0,12.376898058,51.356500697
161232,14,7,13,0,2017,6,15,4,3,1,5,0,1,1,0,0,0,12.381786735,51.331769056
